Level	Date and Time	Source	Event ID	Task Category
Error	2020/04/10 22:49:31	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/10 22:39:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/10 16:01:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/10 09:18:16	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/10 09:18:16	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/10 09:18:11	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/10 03:02:26	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/10 03:02:24	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 23:39:12	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/09 23:25:12	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/09 23:24:43	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/09 23:24:34	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/09 23:22:32	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/09 23:22:22	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 23:22:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 23:22:20	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 23:09:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 23:09:29	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 20:35:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 20:35:54	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 19:06:15	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 19:04:23	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 18:31:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 14:53:46	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 14:51:37	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 14:36:42	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/09 14:20:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 13:11:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 12:53:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 12:12:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/09 03:22:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 23:08:46	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 19:08:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 17:52:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 17:03:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 15:08:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 10:16:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/08 03:31:51	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/08 01:55:29	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/08 00:26:20	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/08 00:11:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 22:28:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 22:25:38	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 21:51:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 21:19:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 19:18:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 18:42:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 18:40:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 18:11:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 16:28:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 16:20:52	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 12:10:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 04:31:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/07 01:01:45	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/07 00:30:37	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/06 21:26:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/06 17:45:17	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/06 17:45:16	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/06 14:07:41	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/06 14:07:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/06 13:57:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/06 13:11:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/06 03:54:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/05 19:06:56	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/05 16:19:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/05 15:57:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/05 15:28:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/05 09:34:45	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/05 01:13:20	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 21:50:23	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 21:39:48	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 19:42:28	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 18:27:16	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 18:14:03	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 17:20:58	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/04 17:20:57	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 16:06:24	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 15:45:16	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 12:36:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/04 11:59:22	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/04 10:10:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/04 05:48:07	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/04 00:34:28	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/04 00:29:35	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 23:04:09	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 20:40:08	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 20:40:08	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/03 20:40:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/03 20:12:11	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/03 19:58:11	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/03 19:57:41	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/03 19:57:14	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/03 19:57:02	Microsoft-Windows-WER-SystemErrorReporting	1001	None	The computer has rebooted from a bugcheck.  The bugcheck was: 0x000000be (0xffffe101f3cf9000, 0x8a000001b436f021, 0xffffae038f4373b0, 0x000000000000000a). A dump was saved in: C:\WINDOWS\MEMORY.DMP. Report Id: de0d500a-c198-4dc1-ab45-eb6ee53a6569.
Error	2020/04/03 19:56:58	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/04/03 19:56:54	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 19:56:54	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/03 19:56:51	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 19:56:56	EventLog	6008	None	The previous system shutdown at 19:47:33 on ‎03/‎04/‎2020 was unexpected.
Error	2020/04/03 19:31:25	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 19:15:46	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 18:07:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/03 06:21:58	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/04/03 06:21:58	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/04/03 06:21:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/04/03 00:47:44	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
